informal_text_inp,normal_text_inp,normal_text_out
"<So you still haven ' t grabbed that boodle daddy? Haha, then you don ' t have to work. 4 months represent okay. It is not tough for you. It seems similar information technology will last thirster.>","<Then you still haven't grabbed that sugar daddy? Haha, then you don't have to work. 4 months is okay. It is not bad for you. It seems like it will last longer.","Then you still haven't grabbed that sugar daddy? Haha, then you don't have to work. 4 months is okay. It is not bad for you. It seems like it will last longer.>"
<Where are you all?>,<Where are you all?,Where are you all?>
"<Ah, ok sooner state. Pose your sister?>","<Ah, ok ok. Get your sister?","Ah, ok ok. Get your sister?>"
<I remember I conform to Darren for lunch then we encounter another daylight. Because I feel like staying at home to charter care of my dog.>,<I think I meet Darren for lunch then we meet another day. Because I feel like staying at home to take care of my dog.,I think I meet Darren for lunch then we meet another day. Because I feel like staying at home to take care of my dog.>
<All hither.>,<All here.,All here.>
<Hey Weiyi. Ar you going pubbing with Mich tomorrow? She go along require me to go.>,<Hey Weiyi. Are you going pubbing with Mich tomorrow? She keeps asking me to go.,Hey Weiyi. Are you going pubbing with Mich tomorrow? She keeps asking me to go.>
<I ' ll be later. I testament call you.>,<I'll be late. I will call you.,I'll be late. I will call you.>
<Hi lady please.>,<Hi lady please.,Hi lady please.>
<Okey and then. When are you coming back? Hold a safe trip! And purchase some nice apparel or overeat backward for us! Haha!>,<Okay then. When are you coming back? Have a safe trip! And buy some nice clothes or stuff back for us! Haha!,Okay then. When are you coming back? Have a safe trip! And buy some nice clothes or stuff back for us! Haha!>
"<Hey, are you in the LT already? I ' m on my way.>","<Hey, are you in the LT already? I'm on my way.","Hey, are you in the LT already? I'm on my way.>"
<Which part of Toa Payoh is that? Lorong 1?>,<Which part of Toa Payoh is that? Lorong 1?,Which part of Toa Payoh is that? Lorong 1?>
"<Yes, that was what I take in judgement. Going out with my god - baby to watch a movie. I haven ' t seen unrivalled since my birthday final month. Well, go for you enjoy yourself! Take forethought.>","<Yes, that was what I had in mind. Going out with my god-sister to watch a movie. I haven't seen one since my birthday last month. Well, hope you enjoy yourself! Take care.","Yes, that was what I had in mind. Going out with my god-sister to watch a movie. I haven't seen one since my birthday last month. Well, hope you enjoy yourself! Take care.>"
"<Loyong Villa 8 townspeople houses. Iodin charged paint $ 4000 each, full 32k. Four Myanmar actor on contract, $ 600 per whole. Do non rent the committee know.>","<Loyong Villa 8 town houses. I charged painting $4000 each, total 32k. Four Myanmar workers on contract, $600 per unit. Do not let the committee know.","Loyong Villa 8 town houses. I charged painting $4000 each, total 32k. Four Myanmar workers on contract, $600 per unit. Do not let the committee know.>"
"<Well chosen Small fry ' s Daylight! Preceptor ' deoxythymidine monophosphate be shy to admit you ' re a kid, because I believe there ' s e'er a childish english to everyone. Enjoy yourself, and re - live those kiddy days!>","<Happy Children's Day! Don't be shy to admit you're a kid, because I believe there's always a childish side to everyone. Enjoy yourself, and re-live those kiddy days!","Happy Children's Day! Don't be shy to admit you're a kid, because I believe there's always a childish side to everyone. Enjoy yourself, and re-live those kiddy days!>"
<So what kind of drinks arrange all of you drink in?>,<So what kind of drinks did all of you drink?,So what kind of drinks did all of you drink?>
<Iodine choose Cineleisure at 4: 15. Cineleisure seats be advantageously. Then we are use up dinner out today?>,<I choose Cineleisure at 4:15. Cineleisure seats are better. Then we are eating dinner out today?,I choose Cineleisure at 4:15. Cineleisure seats are better. Then we are eating dinner out today?>
<We comprise at Row 1 on left.>,<We are at Row 1 on left.,We are at Row 1 on left.>
"<I equal already outside, please come other. Reach hither, forebode me.>","<I am already outside, please come early. Reach here, call me.","I am already outside, please come early. Reach here, call me.>"
<Haha. When is your school day starting? Hehe. Proceed to get result already right? Shuddery right? Hehe.>,<Haha. When is your school starting? Hehe. Going to get result already right? Scary right? Hehe.,Haha. When is your school starting? Hehe. Going to get result already right? Scary right? Hehe.>
<Of course got wash. I represent rattling sure.>,<Of course got wash. I am very sure.,Of course got wash. I am very sure.>
<Is it rattling hard to see? Non a lot of people cut short tomentum.>,<Is it very hard to see? Not a lot of people cut short hair.,Is it very hard to see? Not a lot of people cut short hair.>
"<Hey, will you go if Michelle, Liling, Subgenus chen Wei and Kiat drop dead?>","<Hey, will you go if Michelle, Liling, Chen Wei and Kiat go?","Hey, will you go if Michelle, Liling, Chen Wei and Kiat go?>"
"<I don ' t mind going at 4. Haha, sorry, respond you thus late.>","<I don't mind going at 4. Haha, sorry, reply you so late.","I don't mind going at 4. Haha, sorry, reply you so late.>"
"<Hey, did you bring forth into the sailing competitor? I didn ' t get in.>","<Hey, did you get into the sailing competition? I didn't get in.","Hey, did you get into the sailing competition? I didn't get in.>"
"<Ah, revel American indian at the MO. Yeap. Sounds good. Hehe. How astir you, Shexy? Pete.>","<Ah, enjoying Indians at the MO. Yeap. Sounds good. Hehe. How about you, Shexy? Pete.","Ah, enjoying Indians at the MO. Yeap. Sounds good. Hehe. How about you, Shexy? Pete.>"
"<I ' 1000 on the agency, but it ' s raining to a great extent today.>","<I'm on the way, but it's raining heavily now.","I'm on the way, but it's raining heavily now.>"
<Well. Still consider.>,<Well. Still considering.,Well. Still considering.>
<I am gratis after 2pm. Why don ' thyroxine you message Eymani and meet her at 12? Then I meet her at 2pm?>,<I am free after 2pm. Why don't you message Eymani and meet her at 12? Then I meet her at 2pm?,I am free after 2pm. Why don't you message Eymani and meet her at 12? Then I meet her at 2pm?>
"<Hi Elfie, this follow my number 97615390.>","<Hi Elfie, this is my number 97615390.","Hi Elfie, this is my number 97615390.>"
<I be ready. Are you? Prognosticate you now or later?>,<I am ready. Are you? Call you now or later?,I am ready. Are you? Call you now or later?>
"<Ane left early last night because I was rather involve by all the university stuff which you are observe utter about. Also, I feel that Lien, Gen, Weiyi and you put on ' t have often to babble about.>","<I left early last night because I was quite affected by all the university stuff which you are kept talking about. Also, I feel that Lien, Gen, Weiyi and you don't have much to talk about.","I left early last night because I was quite affected by all the university stuff which you are kept talking about. Also, I feel that Lien, Gen, Weiyi and you don't have much to talk about.>"
<Talked to a fault long. Not selling cheese cake already. Haha.>,<Talked too long. Not selling cheese cake already. Haha.,Talked too long. Not selling cheese cake already. Haha.>
<Is it? And then wherefore Single dumbfound no root word colour? Then maybe yours is 35. Shall One get the pants that I wanted from U2? Information technology ' s twenty six nowadays.>,<Is it? Then why I got no base color? Then maybe yours is 35. Shall I get the pants that I wanted from U2? It's 26 now.,Is it? Then why I got no base color? Then maybe yours is 35. Shall I get the pants that I wanted from U2? It's 26 now.>
"<Hectometer. Yes, I don ' t mind going, but she vocalize like she really needs to sell the ticket. Be you going?>","<Hm. Yes, I don't mind going, but she sounds like she really needs to sell the tickets. Are you going?","Hm. Yes, I don't mind going, but she sounds like she really needs to sell the tickets. Are you going?>"
"<Well, Jez is come over to do some work and that leave take incessantly!>","<Well, Jez is coming over to do some work and that will take forever!","Well, Jez is coming over to do some work and that will take forever!>"
<Sorry. Ace didn ' t know you call. We are not let dinner together. Maybe sports meeting another day. Take care.>,<Sorry. I didn't know you called. We are not having dinner together. Maybe meet another day. Take care.,Sorry. I didn't know you called. We are not having dinner together. Maybe meet another day. Take care.>
<So how are you spending your weekend?>,<So how are you spending your weekend?,So how are you spending your weekend?>
"<I just follow back from Australia yesterday. Can ' t take the heat hither. Ace should make up doing fine as well, put on lot of weight unit.>","<I just came back from Australia yesterday. Can't take the heat here. I should be doing fine too, put on lots of weight.","I just came back from Australia yesterday. Can't take the heat here. I should be doing fine too, put on lots of weight.>"
